FIPS_Code,County,State,Year,variable,value
36005,Bronx County, New York,2013,totPoverty25NoHS,243910
36029,Erie County, New York,2013,totPoverty25NoHS,58051
36047,Kings County, New York,2013,totPoverty25NoHS,365001
36055,Monroe County, New York,2013,totPoverty25NoHS,47096
36059,Nassau County, New York,2013,totPoverty25NoHS,89220
36061,New York County, New York,2013,totPoverty25NoHS,160384
36081,Queens County, New York,2013,totPoverty25NoHS,306872
36103,Suffolk County, New York,2013,totPoverty25NoHS,101605
36119,Westchester County, New York,2013,totPoverty25NoHS,79532
37081,Guilford County, North Carolina,2013,totPoverty25NoHS,34883
37119,Mecklenburg County, North Carolina,2013,totPoverty25NoHS,71679
37183,Wake County, North Carolina,2013,totPoverty25NoHS,51446
39035,Cuyahoga County, Ohio,2013,totPoverty25NoHS,96339
39049,Franklin County, Ohio,2013,totPoverty25NoHS,80597
39061,Hamilton County, Ohio,2013,totPoverty25NoHS,59994
39113,Montgomery County, Ohio,2013,totPoverty25NoHS,37503
39153,Summit County, Ohio,2013,totPoverty25NoHS,34120
40109,Oklahoma County, Oklahoma,2013,totPoverty25NoHS,70646
40143,Tulsa County, Oklahoma,2013,totPoverty25NoHS,44258
41051,Multnomah County, Oregon,2013,totPoverty25NoHS,54051
41067,Washington County, Oregon,2013,totPoverty25NoHS,36873
42003,Allegheny County, Pennsylvania,2013,totPoverty25NoHS,52414
42045,Delaware County, Pennsylvania,2013,totPoverty25NoHS,28859
42071,Lancaster County, Pennsylvania,2013,totPoverty25NoHS,55742
42091,Montgomery County, Pennsylvania,2013,totPoverty25NoHS,33011
42101,Philadelphia County, Pennsylvania,2013,totPoverty25NoHS,177057
44007,Providence County, Rhode Island,2013,totPoverty25NoHS,74369
47037,Davidson County, Tennessee,2013,totPoverty25NoHS,56079
47157,Shelby County, Tennessee,2013,totPoverty25NoHS,82406
48029,Bexar County, Texas,2013,totPoverty25NoHS,181810
48085,Collin County, Texas,2013,totPoverty25NoHS,33660
48113,Dallas County, Texas,2013,totPoverty25NoHS,341437
48121,Denton County, Texas,2013,totPoverty25NoHS,39960
48141,El Paso County, Texas,2013,totPoverty25NoHS,121645
48157,Fort Bend County, Texas,2013,totPoverty25NoHS,45758
48201,Harris County, Texas,2013,totPoverty25NoHS,542084
48215,Hidalgo County, Texas,2013,totPoverty25NoHS,168796
48439,Tarrant County, Texas,2013,totPoverty25NoHS,175909
48453,Travis County, Texas,2013,totPoverty25NoHS,87046
49035,Salt Lake County, Utah,2013,totPoverty25NoHS,65677
49049,Utah County, Utah,2013,totPoverty25NoHS,16910
51059,Fairfax County, Virginia,2013,totPoverty25NoHS,60139
53033,King County, Washington,2013,totPoverty25NoHS,107899
53053,Pierce County, Washington,2013,totPoverty25NoHS,52874
53061,Snohomish County, Washington,2013,totPoverty25NoHS,42513
55025,Dane County, Wisconsin,2013,totPoverty25NoHS,17943
55079,Milwaukee County, Wisconsin,2013,totPoverty25NoHS,82215
1073,Jefferson County, Alabama,2014,totPoverty25NoHS,46079
4013,Maricopa County, Arizona,2014,totPoverty25NoHS,347329
4019,Pima County, Arizona,2014,totPoverty25NoHS,76098
6001,Alameda County, California,2014,totPoverty25NoHS,143075
6013,Contra Costa County, California,2014,totPoverty25NoHS,83348
6019,Fresno County, California,2014,totPoverty25NoHS,148945
6029,Kern County, California,2014,totPoverty25NoHS,123455
6037,Los Angeles County, California,2014,totPoverty25NoHS,1500092
6059,Orange County, California,2014,totPoverty25NoHS,321644
6065,Riverside County, California,2014,totPoverty25NoHS,280153
6067,Sacramento County, California,2014,totPoverty25NoHS,122504
6071,San Bernardino County, California,2014,totPoverty25NoHS,265489
6073,San Diego County, California,2014,totPoverty25NoHS,283634
6075,San Francisco County, California,2014,totPoverty25NoHS,78531
6077,San Joaquin County, California,2014,totPoverty25NoHS,98083
6081,San Mateo County, California,2014,totPoverty25NoHS,63392
6085,Santa Clara County, California,2014,totPoverty25NoHS,160743
6097,Sonoma County, California,2014,totPoverty25NoHS,43216
6099,Stanislaus County, California,2014,totPoverty25NoHS,70788
6111,Ventura County, California,2014,totPoverty25NoHS,90732
8005,Arapahoe County, Colorado,2014,totPoverty25NoHS,33101
8031,Denver County, Colorado,2014,totPoverty25NoHS,66563
8041,El Paso County, Colorado,2014,totPoverty25NoHS,29981
9001,Fairfield County, Connecticut,2014,totPoverty25NoHS,63603
9003,Hartford County, Connecticut,2014,totPoverty25NoHS,62914
9009,New Haven County, Connecticut,2014,totPoverty25NoHS,59887
10003,New Castle County, Delaware,2014,totPoverty25NoHS,34126
11001,District of Columbia, District of Columbia,2014,totPoverty25NoHS,44280
12009,Brevard County, Florida,2014,totPoverty25NoHS,33806
12011,Broward County, Florida,2014,totPoverty25NoHS,149010
12031,Duval County, Florida,2014,totPoverty25NoHS,64074
12057,Hillsborough County, Florida,2014,totPoverty25NoHS,110340
12071,Lee County, Florida,2014,totPoverty25NoHS,67120
12086,Miami-Dade County, Florida,2014,totPoverty25NoHS,347070
12095,Orange County, Florida,2014,totPoverty25NoHS,96914
12099,Palm Beach County, Florida,2014,totPoverty25NoHS,121290
12103,Pinellas County, Florida,2014,totPoverty25NoHS,67320
12105,Polk County, Florida,2014,totPoverty25NoHS,63245
12127,Volusia County, Florida,2014,totPoverty25NoHS,40442
13067,Cobb County, Georgia,2014,totPoverty25NoHS,45914
13089,DeKalb County, Georgia,2014,totPoverty25NoHS,54924
13121,Fulton County, Georgia,2014,totPoverty25NoHS,55372
13135,Gwinnett County, Georgia,2014,totPoverty25NoHS,65201
15003,Honolulu County, Hawaii,2014,totPoverty25NoHS,53750
17031,Cook County, Illinois,2014,totPoverty25NoHS,501097
17043,DuPage County, Illinois,2014,totPoverty25NoHS,47088
17089,Kane County, Illinois,2014,totPoverty25NoHS,56338
17097,Lake County, Illinois,2014,totPoverty25NoHS,43004
17197,Will County, Illinois,2014,totPoverty25NoHS,38646
18097,Marion County, Indiana,2014,totPoverty25NoHS,88084
20173,Sedgwick County, Kansas,2014,totPoverty25NoHS,35729
21111,Jefferson County, Kentucky,2014,totPoverty25NoHS,57643
24005,Baltimore County, Maryland,2014,totPoverty25NoHS,53794
24031,Montgomery County, Maryland,2014,totPoverty25NoHS,63847
24033,Prince George's County, Maryland,2014,totPoverty25NoHS,86445
24510,Baltimore city, Maryland,2014,totPoverty25NoHS,63419
25005,Bristol County, Massachusetts,2014,totPoverty25NoHS,65473
25009,Essex County, Massachusetts,2014,totPoverty25NoHS,55952
25017,Middlesex County, Massachusetts,2014,totPoverty25NoHS,81062
25025,Suffolk County, Massachusetts,2014,totPoverty25NoHS,82427
25027,Worcester County, Massachusetts,2014,totPoverty25NoHS,53236
26081,Kent County, Michigan,2014,totPoverty25NoHS,43723
26099,Macomb County, Michigan,2014,totPoverty25NoHS,62391
26125,Oakland County, Michigan,2014,totPoverty25NoHS,54172
26163,Wayne County, Michigan,2014,totPoverty25NoHS,172656
27053,Hennepin County, Minnesota,2014,totPoverty25NoHS,55074
27123,Ramsey County, Minnesota,2014,totPoverty25NoHS,34733
29095,Jackson County, Missouri,2014,totPoverty25NoHS,44836
29189,St. Louis County, Missouri,2014,totPoverty25NoHS,43746
31055,Douglas County, Nebraska,2014,totPoverty25NoHS,40115
32003,Clark County, Nevada,2014,totPoverty25NoHS,211875
34003,Bergen County, New Jersey,2014,totPoverty25NoHS,53767
34007,Camden County, New Jersey,2014,totPoverty25NoHS,39306
34013,Essex County, New Jersey,2014,totPoverty25NoHS,73624
34017,Hudson County, New Jersey,2014,totPoverty25NoHS,77256
34023,Middlesex County, New Jersey,2014,totPoverty25NoHS,60945
34029,Ocean County, New Jersey,2014,totPoverty25NoHS,32609
34031,Passaic County, New Jersey,2014,totPoverty25NoHS,52759
34039,Union County, New Jersey,2014,totPoverty25NoHS,50329
35001,Bernalillo County, New Mexico,2014,totPoverty25NoHS,53623
36005,Bronx County, New York,2014,totPoverty25NoHS,258468
36029,Erie County, New York,2014,totPoverty25NoHS,56968
36047,Kings County, New York,2014,totPoverty25NoHS,348937
36055,Monroe County, New York,2014,totPoverty25NoHS,48093
36059,Nassau County, New York,2014,totPoverty25NoHS,85024
36061,New York County, New York,2014,totPoverty25NoHS,160191
36081,Queens County, New York,2014,totPoverty25NoHS,314921
36103,Suffolk County, New York,2014,totPoverty25NoHS,101055
36119,Westchester County, New York,2014,totPoverty25NoHS,80255
37081,Guilford County, North Carolina,2014,totPoverty25NoHS,36878
37119,Mecklenburg County, North Carolina,2014,totPoverty25NoHS,69161
37183,Wake County, North Carolina,2014,totPoverty25NoHS,48214
39035,Cuyahoga County, Ohio,2014,totPoverty25NoHS,100682
39049,Franklin County, Ohio,2014,totPoverty25NoHS,79099
39061,Hamilton County, Ohio,2014,totPoverty25NoHS,49045
39113,Montgomery County, Ohio,2014,totPoverty25NoHS,35984
39153,Summit County, Ohio,2014,totPoverty25NoHS,32026
40109,Oklahoma County, Oklahoma,2014,totPoverty25NoHS,62039
40143,Tulsa County, Oklahoma,2014,totPoverty25NoHS,45338
41051,Multnomah County, Oregon,2014,totPoverty25NoHS,48533
41067,Washington County, Oregon,2014,totPoverty25NoHS,36252
42003,Allegheny County, Pennsylvania,2014,totPoverty25NoHS,50880
42045,Delaware County, Pennsylvania,2014,totPoverty25NoHS,30809
42071,Lancaster County, Pennsylvania,2014,totPoverty25NoHS,51975
42091,Montgomery County, Pennsylvania,2014,totPoverty25NoHS,33882
42101,Philadelphia County, Pennsylvania,2014,totPoverty25NoHS,175786
44007,Providence County, Rhode Island,2014,totPoverty25NoHS,72997
47037,Davidson County, Tennessee,2014,totPoverty25NoHS,58654
47157,Shelby County, Tennessee,2014,totPoverty25NoHS,73069
48029,Bexar County, Texas,2014,totPoverty25NoHS,194881
48085,Collin County, Texas,2014,totPoverty25NoHS,35895
48113,Dallas County, Texas,2014,totPoverty25NoHS,354120
48121,Denton County, Texas,2014,totPoverty25NoHS,38379
48141,El Paso County, Texas,2014,totPoverty25NoHS,119004
48157,Fort Bend County, Texas,2014,totPoverty25NoHS,47419
48201,Harris County, Texas,2014,totPoverty25NoHS,560341
48215,Hidalgo County, Texas,2014,totPoverty25NoHS,169524
48339,Montgomery County, Texas,2014,totPoverty25NoHS,46203
48439,Tarrant County, Texas,2014,totPoverty25NoHS,181957
48453,Travis County, Texas,2014,totPoverty25NoHS,86456
49035,Salt Lake County, Utah,2014,totPoverty25NoHS,69872
49049,Utah County, Utah,2014,totPoverty25NoHS,16508
51059,Fairfax County, Virginia,2014,totPoverty25NoHS,64615
53033,King County, Washington,2014,totPoverty25NoHS,110625
53053,Pierce County, Washington,2014,totPoverty25NoHS,51411
53061,Snohomish County, Washington,2014,totPoverty25NoHS,40367
55025,Dane County, Wisconsin,2014,totPoverty25NoHS,16363
55079,Milwaukee County, Wisconsin,2014,totPoverty25NoHS,79139
1073,Jefferson County, Alabama,2015,totPoverty25NoHS,46596
4013,Maricopa County, Arizona,2015,totPoverty25NoHS,358807
4019,Pima County, Arizona,2015,totPoverty25NoHS,81097
6001,Alameda County, California,2015,totPoverty25NoHS,140650
6013,Contra Costa County, California,2015,totPoverty25NoHS,84496
6019,Fresno County, California,2015,totPoverty25NoHS,148288
6029,Kern County, California,2015,totPoverty25NoHS,131002
6037,Los Angeles County, California,2015,totPoverty25NoHS,1480729
6059,Orange County, California,2015,totPoverty25NoHS,338373
6065,Riverside County, California,2015,totPoverty25NoHS,290902
6067,Sacramento County, California,2015,totPoverty25NoHS,125179
6071,San Bernardino County, California,2015,totPoverty25NoHS,263929
6073,San Diego County, California,2015,totPoverty25NoHS,291482
6075,San Francisco County, California,2015,totPoverty25NoHS,84084
6077,San Joaquin County, California,2015,totPoverty25NoHS,97317
6081,San Mateo County, California,2015,totPoverty25NoHS,64977
6085,Santa Clara County, California,2015,totPoverty25NoHS,164670
6097,Sonoma County, California,2015,totPoverty25NoHS,45125
6099,Stanislaus County, California,2015,totPoverty25NoHS,76578
6111,Ventura County, California,2015,totPoverty25NoHS,95032
8005,Arapahoe County, Colorado,2015,totPoverty25NoHS,28768
8031,Denver County, Colorado,2015,totPoverty25NoHS,66728
8041,El Paso County, Colorado,2015,totPoverty25NoHS,23168
9001,Fairfield County, Connecticut,2015,totPoverty25NoHS,61669
9003,Hartford County, Connecticut,2015,totPoverty25NoHS,63311
9009,New Haven County, Connecticut,2015,totPoverty25NoHS,59610
10003,New Castle County, Delaware,2015,totPoverty25NoHS,32144
11001,District of Columbia, District of Columbia,2015,totPoverty25NoHS,46235
12009,Brevard County, Florida,2015,totPoverty25NoHS,34324
12011,Broward County, Florida,2015,totPoverty25NoHS,153839
12031,Duval County, Florida,2015,totPoverty25NoHS,67045
12057,Hillsborough County, Florida,2015,totPoverty25NoHS,106367
12071,Lee County, Florida,2015,totPoverty25NoHS,67351
12086,Miami-Dade County, Florida,2015,totPoverty25NoHS,364351
12095,Orange County, Florida,2015,totPoverty25NoHS,94195
12099,Palm Beach County, Florida,2015,totPoverty25NoHS,114039
12103,Pinellas County, Florida,2015,totPoverty25NoHS,62044
12105,Polk County, Florida,2015,totPoverty25NoHS,71342
12127,Volusia County, Florida,2015,totPoverty25NoHS,36070
13067,Cobb County, Georgia,2015,totPoverty25NoHS,46909
13089,DeKalb County, Georgia,2015,totPoverty25NoHS,58778
13121,Fulton County, Georgia,2015,totPoverty25NoHS,53148
13135,Gwinnett County, Georgia,2015,totPoverty25NoHS,72078
15003,Honolulu County, Hawaii,2015,totPoverty25NoHS,61865
17031,Cook County, Illinois,2015,totPoverty25NoHS,482173
17043,DuPage County, Illinois,2015,totPoverty25NoHS,48190
17089,Kane County, Illinois,2015,totPoverty25NoHS,57401
17097,Lake County, Illinois,2015,totPoverty25NoHS,43397
17197,Will County, Illinois,2015,totPoverty25NoHS,40992
18097,Marion County, Indiana,2015,totPoverty25NoHS,90907
20173,Sedgwick County, Kansas,2015,totPoverty25NoHS,35266
21111,Jefferson County, Kentucky,2015,totPoverty25NoHS,49150
24005,Baltimore County, Maryland,2015,totPoverty25NoHS,50853
24031,Montgomery County, Maryland,2015,totPoverty25NoHS,71403
24033,Prince George's County, Maryland,2015,totPoverty25NoHS,85217
24510,Baltimore city, Maryland,2015,totPoverty25NoHS,62828
25005,Bristol County, Massachusetts,2015,totPoverty25NoHS,58707
25009,Essex County, Massachusetts,2015,totPoverty25NoHS,54018
25017,Middlesex County, Massachusetts,2015,totPoverty25NoHS,74750
25025,Suffolk County, Massachusetts,2015,totPoverty25NoHS,79420
25027,Worcester County, Massachusetts,2015,totPoverty25NoHS,55929
26081,Kent County, Michigan,2015,totPoverty25NoHS,42233
26099,Macomb County, Michigan,2015,totPoverty25NoHS,63901
26125,Oakland County, Michigan,2015,totPoverty25NoHS,55409
26163,Wayne County, Michigan,2015,totPoverty25NoHS,166394
27053,Hennepin County, Minnesota,2015,totPoverty25NoHS,61693
27123,Ramsey County, Minnesota,2015,totPoverty25NoHS,34160
29095,Jackson County, Missouri,2015,totPoverty25NoHS,49454
29189,St. Louis County, Missouri,2015,totPoverty25NoHS,45569
31055,Douglas County, Nebraska,2015,totPoverty25NoHS,32713
32003,Clark County, Nevada,2015,totPoverty25NoHS,209575
34003,Bergen County, New Jersey,2015,totPoverty25NoHS,50942
34007,Camden County, New Jersey,2015,totPoverty25NoHS,37264
34013,Essex County, New Jersey,2015,totPoverty25NoHS,77794
34017,Hudson County, New Jersey,2015,totPoverty25NoHS,75588
34023,Middlesex County, New Jersey,2015,totPoverty25NoHS,66141
34029,Ocean County, New Jersey,2015,totPoverty25NoHS,34087
34031,Passaic County, New Jersey,2015,totPoverty25NoHS,60500
34039,Union County, New Jersey,2015,totPoverty25NoHS,53990
35001,Bernalillo County, New Mexico,2015,totPoverty25NoHS,58506
36005,Bronx County, New York,2015,totPoverty25NoHS,257478
36029,Erie County, New York,2015,totPoverty25NoHS,57442
36047,Kings County, New York,2015,totPoverty25NoHS,342771
36055,Monroe County, New York,2015,totPoverty25NoHS,50825
36059,Nassau County, New York,2015,totPoverty25NoHS,80975
36061,New York County, New York,2015,totPoverty25NoHS,165366
36081,Queens County, New York,2015,totPoverty25NoHS,314622
36103,Suffolk County, New York,2015,totPoverty25NoHS,100972
36119,Westchester County, New York,2015,totPoverty25NoHS,83543
37081,Guilford County, North Carolina,2015,totPoverty25NoHS,40325
37119,Mecklenburg County, North Carolina,2015,totPoverty25NoHS,71620
37183,Wake County, North Carolina,2015,totPoverty25NoHS,49542
39035,Cuyahoga County, Ohio,2015,totPoverty25NoHS,95047
39049,Franklin County, Ohio,2015,totPoverty25NoHS,77408
39061,Hamilton County, Ohio,2015,totPoverty25NoHS,44886
39113,Montgomery County, Ohio,2015,totPoverty25NoHS,33982
39153,Summit County, Ohio,2015,totPoverty25NoHS,31198
40109,Oklahoma County, Oklahoma,2015,totPoverty25NoHS,68326
40143,Tulsa County, Oklahoma,2015,totPoverty25NoHS,44213
41051,Multnomah County, Oregon,2015,totPoverty25NoHS,54791
41067,Washington County, Oregon,2015,totPoverty25NoHS,35096
42003,Allegheny County, Pennsylvania,2015,totPoverty25NoHS,54276
42045,Delaware County, Pennsylvania,2015,totPoverty25NoHS,25814
42071,Lancaster County, Pennsylvania,2015,totPoverty25NoHS,54139
42091,Montgomery County, Pennsylvania,2015,totPoverty25NoHS,32840
42101,Philadelphia County, Pennsylvania,2015,totPoverty25NoHS,174551
44007,Providence County, Rhode Island,2015,totPoverty25NoHS,65360
47037,Davidson County, Tennessee,2015,totPoverty25NoHS,52429
47157,Shelby County, Tennessee,2015,totPoverty25NoHS,75238
48029,Bexar County, Texas,2015,totPoverty25NoHS,197467
48085,Collin County, Texas,2015,totPoverty25NoHS,40362
48113,Dallas County, Texas,2015,totPoverty25NoHS,357753
48121,Denton County, Texas,2015,totPoverty25NoHS,39306
48141,El Paso County, Texas,2015,totPoverty25NoHS,112086
48201,Harris County, Texas,2015,totPoverty25NoHS,569600
48215,Hidalgo County, Texas,2015,totPoverty25NoHS,175096
48339,Montgomery County, Texas,2015,totPoverty25NoHS,47464
48439,Tarrant County, Texas,2015,totPoverty25NoHS,181873
48453,Travis County, Texas,2015,totPoverty25NoHS,90839
49035,Salt Lake County, Utah,2015,totPoverty25NoHS,67105
49049,Utah County, Utah,2015,totPoverty25NoHS,19279
51059,Fairfax County, Virginia,2015,totPoverty25NoHS,61484
53033,King County, Washington,2015,totPoverty25NoHS,105469
53053,Pierce County, Washington,2015,totPoverty25NoHS,46258
53061,Snohomish County, Washington,2015,totPoverty25NoHS,43212
55025,Dane County, Wisconsin,2015,totPoverty25NoHS,16299
55079,Milwaukee County, Wisconsin,2015,totPoverty25NoHS,80351
1073,Jefferson County, Alabama,2016,totPoverty25NoHS,45995
4013,Maricopa County, Arizona,2016,totPoverty25NoHS,354031
4019,Pima County, Arizona,2016,totPoverty25NoHS,78153
6001,Alameda County, California,2016,totPoverty25NoHS,140107
6013,Contra Costa County, California,2016,totPoverty25NoHS,82353
6019,Fresno County, California,2016,totPoverty25NoHS,149402
6029,Kern County, California,2016,totPoverty25NoHS,129226
6037,Los Angeles County, California,2016,totPoverty25NoHS,1470854
6059,Orange County, California,2016,totPoverty25NoHS,323632
6065,Riverside County, California,2016,totPoverty25NoHS,285344
6067,Sacramento County, California,2016,totPoverty25NoHS,135249
6071,San Bernardino County, California,2016,totPoverty25NoHS,269572
6073,San Diego County, California,2016,totPoverty25NoHS,298967
6075,San Francisco County, California,2016,totPoverty25NoHS,82499
6077,San Joaquin County, California,2016,totPoverty25NoHS,103041
6081,San Mateo County, California,2016,totPoverty25NoHS,58363
6085,Santa Clara County, California,2016,totPoverty25NoHS,166710
6099,Stanislaus County, California,2016,totPoverty25NoHS,80416
6111,Ventura County, California,2016,totPoverty25NoHS,89697
8005,Arapahoe County, Colorado,2016,totPoverty25NoHS,30489
8031,Denver County, Colorado,2016,totPoverty25NoHS,62436
8041,El Paso County, Colorado,2016,totPoverty25NoHS,24374
9001,Fairfield County, Connecticut,2016,totPoverty25NoHS,61799
9003,Hartford County, Connecticut,2016,totPoverty25NoHS,62800
9009,New Haven County, Connecticut,2016,totPoverty25NoHS,59076
10003,New Castle County, Delaware,2016,totPoverty25NoHS,30228
11001,District of Columbia, District of Columbia,2016,totPoverty25NoHS,43455
12009,Brevard County, Florida,2016,totPoverty25NoHS,34385
12011,Broward County, Florida,2016,totPoverty25NoHS,161509
12031,Duval County, Florida,2016,totPoverty25NoHS,69055
12057,Hillsborough County, Florida,2016,totPoverty25NoHS,110820
12071,Lee County, Florida,2016,totPoverty25NoHS,67080
12086,Miami-Dade County, Florida,2016,totPoverty25NoHS,354084
12095,Orange County, Florida,2016,totPoverty25NoHS,112011
12099,Palm Beach County, Florida,2016,totPoverty25NoHS,129914
12101,Pasco County, Florida,2016,totPoverty25NoHS,40704
12103,Pinellas County, Florida,2016,totPoverty25NoHS,67702
12105,Polk County, Florida,2016,totPoverty25NoHS,69661
12127,Volusia County, Florida,2016,totPoverty25NoHS,39352
13067,Cobb County, Georgia,2016,totPoverty25NoHS,43820
13089,DeKalb County, Georgia,2016,totPoverty25NoHS,53352
13121,Fulton County, Georgia,2016,totPoverty25NoHS,52943
13135,Gwinnett County, Georgia,2016,totPoverty25NoHS,69955
15003,Honolulu County, Hawaii,2016,totPoverty25NoHS,56659
17031,Cook County, Illinois,2016,totPoverty25NoHS,466510
17043,DuPage County, Illinois,2016,totPoverty25NoHS,46097
17089,Kane County, Illinois,2016,totPoverty25NoHS,51655
17097,Lake County, Illinois,2016,totPoverty25NoHS,43412
18097,Marion County, Indiana,2016,totPoverty25NoHS,77110
20173,Sedgwick County, Kansas,2016,totPoverty25NoHS,35400
21111,Jefferson County, Kentucky,2016,totPoverty25NoHS,50759
24005,Baltimore County, Maryland,2016,totPoverty25NoHS,47064
24031,Montgomery County, Maryland,2016,totPoverty25NoHS,56947
24033,Prince George's County, Maryland,2016,totPoverty25NoHS,84829
24510,Baltimore city, Maryland,2016,totPoverty25NoHS,61413
25005,Bristol County, Massachusetts,2016,totPoverty25NoHS,53714
25009,Essex County, Massachusetts,2016,totPoverty25NoHS,57736
25017,Middlesex County, Massachusetts,2016,totPoverty25NoHS,73582
25025,Suffolk County, Massachusetts,2016,totPoverty25NoHS,77603
25027,Worcester County, Massachusetts,2016,totPoverty25NoHS,52802
26081,Kent County, Michigan,2016,totPoverty25NoHS,41136
26099,Macomb County, Michigan,2016,totPoverty25NoHS,57765
26125,Oakland County, Michigan,2016,totPoverty25NoHS,51767
26163,Wayne County, Michigan,2016,totPoverty25NoHS,163208
27053,Hennepin County, Minnesota,2016,totPoverty25NoHS,58246
27123,Ramsey County, Minnesota,2016,totPoverty25NoHS,34123
29095,Jackson County, Missouri,2016,totPoverty25NoHS,40995
29189,St. Louis County, Missouri,2016,totPoverty25NoHS,45786
31055,Douglas County, Nebraska,2016,totPoverty25NoHS,36070
32003,Clark County, Nevada,2016,totPoverty25NoHS,209146
34003,Bergen County, New Jersey,2016,totPoverty25NoHS,50755
34007,Camden County, New Jersey,2016,totPoverty25NoHS,37882
34013,Essex County, New Jersey,2016,totPoverty25NoHS,72844
34017,Hudson County, New Jersey,2016,totPoverty25NoHS,72900
34023,Middlesex County, New Jersey,2016,totPoverty25NoHS,57062
34029,Ocean County, New Jersey,2016,totPoverty25NoHS,36279
34031,Passaic County, New Jersey,2016,totPoverty25NoHS,60290
34039,Union County, New Jersey,2016,totPoverty25NoHS,51335
35001,Bernalillo County, New Mexico,2016,totPoverty25NoHS,50565
36005,Bronx County, New York,2016,totPoverty25NoHS,252352
36029,Erie County, New York,2016,totPoverty25NoHS,52865
36047,Kings County, New York,2016,totPoverty25NoHS,332993
36055,Monroe County, New York,2016,totPoverty25NoHS,49520
36059,Nassau County, New York,2016,totPoverty25NoHS,78717
36061,New York County, New York,2016,totPoverty25NoHS,156898
36081,Queens County, New York,2016,totPoverty25NoHS,302085
36103,Suffolk County, New York,2016,totPoverty25NoHS,92284
36119,Westchester County, New York,2016,totPoverty25NoHS,82670
37081,Guilford County, North Carolina,2016,totPoverty25NoHS,41433
37119,Mecklenburg County, North Carolina,2016,totPoverty25NoHS,64880
37183,Wake County, North Carolina,2016,totPoverty25NoHS,47079
39035,Cuyahoga County, Ohio,2016,totPoverty25NoHS,83927
39049,Franklin County, Ohio,2016,totPoverty25NoHS,75270
39061,Hamilton County, Ohio,2016,totPoverty25NoHS,46884
39113,Montgomery County, Ohio,2016,totPoverty25NoHS,36072
39153,Summit County, Ohio,2016,totPoverty25NoHS,30470
40109,Oklahoma County, Oklahoma,2016,totPoverty25NoHS,65229
40143,Tulsa County, Oklahoma,2016,totPoverty25NoHS,44761
41051,Multnomah County, Oregon,2016,totPoverty25NoHS,50255
41067,Washington County, Oregon,2016,totPoverty25NoHS,33425
42003,Allegheny County, Pennsylvania,2016,totPoverty25NoHS,47180
42045,Delaware County, Pennsylvania,2016,totPoverty25NoHS,25750
42071,Lancaster County, Pennsylvania,2016,totPoverty25NoHS,53359
42091,Montgomery County, Pennsylvania,2016,totPoverty25NoHS,29657
42101,Philadelphia County, Pennsylvania,2016,totPoverty25NoHS,172554
44007,Providence County, Rhode Island,2016,totPoverty25NoHS,60060
47037,Davidson County, Tennessee,2016,totPoverty25NoHS,56599
47157,Shelby County, Tennessee,2016,totPoverty25NoHS,67453
48029,Bexar County, Texas,2016,totPoverty25NoHS,207414
48085,Collin County, Texas,2016,totPoverty25NoHS,39807
48113,Dallas County, Texas,2016,totPoverty25NoHS,351415
48121,Denton County, Texas,2016,totPoverty25NoHS,39551
48141,El Paso County, Texas,2016,totPoverty25NoHS,115820
48157,Fort Bend County, Texas,2016,totPoverty25NoHS,41659
48201,Harris County, Texas,2016,totPoverty25NoHS,545543
48215,Hidalgo County, Texas,2016,totPoverty25NoHS,160354
48339,Montgomery County, Texas,2016,totPoverty25NoHS,46349
48439,Tarrant County, Texas,2016,totPoverty25NoHS,185998
48453,Travis County, Texas,2016,totPoverty25NoHS,89583
49035,Salt Lake County, Utah,2016,totPoverty25NoHS,68994
49049,Utah County, Utah,2016,totPoverty25NoHS,15491
51059,Fairfax County, Virginia,2016,totPoverty25NoHS,62379
53033,King County, Washington,2016,totPoverty25NoHS,116359
53053,Pierce County, Washington,2016,totPoverty25NoHS,51866
53061,Snohomish County, Washington,2016,totPoverty25NoHS,41391
55025,Dane County, Wisconsin,2016,totPoverty25NoHS,12443
55079,Milwaukee County, Wisconsin,2016,totPoverty25NoHS,72991
1073,Jefferson County, Alabama,2010,totPoverty25HS,119244
4013,Maricopa County, Arizona,2010,totPoverty25HS,584404
4019,Pima County, Arizona,2010,totPoverty25HS,145700
6001,Alameda County, California,2010,totPoverty25HS,200001
6013,Contra Costa County, California,2010,totPoverty25HS,134515
6019,Fresno County, California,2010,totPoverty25HS,120666
6029,Kern County, California,2010,totPoverty25HS,119760
6037,Los Angeles County, California,2010,totPoverty25HS,1280803
6059,Orange County, California,2010,totPoverty25HS,348855
6065,Riverside County, California,2010,totPoverty25HS,334062
6067,Sacramento County, California,2010,totPoverty25HS,190727
6071,San Bernardino County, California,2010,totPoverty25HS,310113
6073,San Diego County, California,2010,totPoverty25HS,376600
6075,San Francisco County, California,2010,totPoverty25HS,87312
6077,San Joaquin County, California,2010,totPoverty25HS,102559
6081,San Mateo County, California,2010,totPoverty25HS,85252
6085,Santa Clara County, California,2010,totPoverty25HS,189162
6099,Stanislaus County, California,2010,totPoverty25HS,88591
6111,Ventura County, California,2010,totPoverty25HS,98903
8005,Arapahoe County, Colorado,2010,totPoverty25HS,82218
8031,Denver County, Colorado,2010,totPoverty25HS,79487
8041,El Paso County, Colorado,2010,totPoverty25HS,85380
9001,Fairfield County, Connecticut,2010,totPoverty25HS,139265
