FIPS_Code,County,State,Total,Male,Female,Under18,a18to64,over65,oneRace,White,AfricanAmerican,Native,Asian,Hawaiian,otherRace,Multiracial,FamilyHousehold,OtherLivingArrangements,totPoverty25,NoHS,HighSchool,SomeCollege,Bachelors,AmericanBorn,ForeignBorn,NaturalizedCitizen,Disability,NoDisability,totPoverty16to64,FullTime,PartTime,NoWork,Year
48201,Harris County, Texas,4069948,2022490,2047458,1136324,2604620,329004,4001694,2541165,764401,20818,254865,2615,417830,68254,3496561,573387,2525541,551938,589223,678136,706244,3031934,1038014,322671,355605,3713121,2729716,1352468,684164,693084,2010
48215,Hidalgo County, Texas,773729,376355,397374,266873,434890,71966,767125,670270,3989,3145,8501,0,81220,6604,726635,47094,423445,160661,103651,91990,67143,550459,223270,59936,104014,668980,464399,183014,128726,152659,2010
48439,Tarrant County, Texas,1792250,875711,916539,506252,1129213,156785,1749110,1231669,263876,8572,83816,845,160332,43140,1548474,243776,1120268,177835,269838,349833,322762,1510047,282203,97383,178141,1612473,1185370,622074,301876,261420,2010
48453,Travis County, Texas,1012212,510108,502104,244073,694758,73381,985404,733688,83387,5313,59440,634,102942,26808,767156,245056,649550,87251,114160,166900,281239,833761,178451,44208,87949,923722,718250,365781,206165,146304,2010
49035,Salt Lake County, Utah,1017549,508251,509298,295806,633394,88349,991642,876093,15839,8293,32198,16060,43159,25907,882310,135239,614133,71677,150598,212333,179525,896140,121409,44461,83075,933688,662236,321776,204700,135760,2010
49049,Utah County, Utah,507335,253302,254033,178617,295193,33525,493920,459994,2686,3617,6007,4112,17504,13415,451107,56228,253346,15401,45873,101627,90445,471335,36000,10116,37321,469783,309352,120506,121963,66883,2010
51059,Fairfax County, Virginia,1075696,531691,544005,260607,710433,104656,1039338,679022,98887,6175,192750,795,61709,36358,921758,153938,736281,61462,107932,152223,414664,748600,327096,156584,64682,1000481,740253,433799,176132,130322,2010
53033,King County, Washington,1905324,949426,955898,408006,1291615,205703,1814393,1332417,114336,16017,283300,14375,53948,90931,1468993,436331,1333637,104870,232763,388507,607497,1513994,391330,190051,174519,1728541,1338749,660950,400427,277372,2010
53053,Pierce County, Washington,778152,382980,395172,195054,498948,84150,727155,589029,54173,7263,44928,11289,20473,50997,649902,128250,510446,50115,146581,192779,120971,698805,79347,43104,92766,671454,520928,245235,147418,128275,2010
53061,Snohomish County, Washington,703739,349184,354555,170721,461358,71660,672732,566513,16011,9777,63082,2937,14412,31007,590627,113112,471253,44830,113924,176451,136048,600698,103041,48530,76799,624496,482576,227646,149698,105232,2010
55079,Milwaukee County, Wisconsin,927295,446243,481052,230557,590665,106073,893623,571549,243417,4807,31939,405,41506,33672,713924,213371,597236,85883,175531,171491,164331,850110,77185,30457,113345,813832,617476,278627,187591,151258,2010
1073,Jefferson County, Alabama,644715,302836,341879,152518,408158,84039,640705,337784,273777,1669,10214,0,17261,4010,534904,109811,434510,57078,112622,134847,129963,615499,29216,7548,90912,553437,424712,194980,110279,119453,2011
4013,Maricopa County, Arizona,3825655,1889318,1936337,990529,2358027,477099,3722088,3118035,189111,70877,131990,7802,204273,103567,3185222,640433,2466544,335846,565906,832838,731954,3249083,576572,201665,380200,3442481,2470393,1205372,613345,651676,2011
4019,Pima County, Arizona,966730,472999,493731,219500,592939,154291,938922,774194,35403,30263,26363,1528,71171,27808,779411,187319,647594,80053,149582,227380,190579,839801,126929,58643,134125,828784,619447,259438,175055,184954,2011
6001,Alameda County, California,1502661,737237,765424,335847,996246,170568,1419982,699491,185448,6333,399741,12915,116054,82679,1236760,265901,1029512,141881,203992,257145,426494,1036857,465804,238622,137915,1364163,1033770,469224,294514,270032,2011
6013,Contra Costa County, California,1057449,516102,541347,257745,666259,133445,999084,675161,95532,6079,149552,4960,67800,58365,913143,144306,712124,80944,139180,213235,278765,812918,244531,121119,107173,949547,695663,304706,206445,184512,2011
6019,Fresno County, California,925726,458907,466819,274009,557362,94355,889278,514641,43608,9455,89873,1815,229886,36448,818124,107602,546062,149421,127830,165427,103384,714336,211390,76964,107270,818041,591833,218757,175105,197971,2011
6029,Kern County, California,819955,410369,409586,251666,492158,76131,792083,620966,44717,11375,35620,953,78452,27872,736978,82977,476405,125849,126046,150948,73562,650670,169285,55636,95090,722278,520936,205004,146910,169022,2011
6037,Los Angeles County, California,9736878,4798069,4938809,2347654,6317061,1072163,9375630,5289451,805892,44855,1339441,27186,1868805,361248,8257487,1479391,6382113,1508423,1319642,1676114,1877934,6292434,3444444,1616598,925703,8808167,6608109,2892524,1775236,1940349,2011
6059,Orange County, California,3018660,1496171,1522489,726194,1933967,358499,2925109,1920663,50696,11414,553111,8883,380342,93551,2608650,410010,1996479,318376,363446,580118,734539,2087703,930957,465361,231340,2785283,2023992,950194,553948,519850,2011
6065,Riverside County, California,2201878,1091241,1110637,612257,1324237,265384,2123462,1469792,138245,23840,132250,6925,352410,78416,1957720,244158,1362868,275691,352676,454534,279967,1719167,482711,216110,234927,1962882,1398632,560716,384134,453782,2011
6067,Sacramento County, California,1411759,686523,725236,355268,895379,161112,1319456,848794,137030,12723,205428,13963,101518,92303,1165777,245982,915887,125967,200234,333897,255789,1123237,288522,153580,178798,1231767,934405,388879,272338,273188,2011
6071,San Bernardino County, California,2018391,993022,1025369,581527,1252163,184701,1927436,1264064,160431,17066,130820,6553,348502,90955,1816605,201786,1213557,259830,323932,405155,224640,1593614,424777,189918,224796,1787719,1327095,525707,345130,456258,2011
6073,San Diego County, California,3060079,1515082,1544997,717973,1986336,355770,2913797,2185688,148272,20869,341460,12251,205257,146282,2530733,529346,2015091,302080,385841,640794,686376,2334183,725896,340847,274100,2751380,2073185,933765,550059,589361,2011
6075,San Francisco County, California,799165,405325,393840,107616,581231,110318,766605,400206,47254,2722,270500,3590,42333,32560,514547,284618,625844,88073,83502,126524,327745,500749,298416,180085,83022,715917,592516,298531,170327,123658,2011
6077,San Joaquin County, California,680356,337022,343334,196509,412045,71802,640695,416664,50498,6569,97456,3911,65597,39661,598270,82086,415430,93536,109266,136011,76617,522784,157572,74697,78731,601170,435071,163277,132926,138868,2011
6081,San Mateo County, California,721752,354649,367103,158850,465684,97218,689417,425444,19353,1677,181807,10634,50502,32335,610812,110940,508002,60179,91891,136267,219665,481174,240578,132749,57168,664424,482531,241619,136543,104369,2011
6085,Santa Clara County, California,1783371,894830,888541,427372,1155286,200713,1704238,914416,46230,10890,578029,7115,147558,79133,1525080,258291,1210628,154183,201061,296833,558551,1118869,664502,348398,139058,1643637,1200448,581076,318286,301086,2011
6099,Stanislaus County, California,513309,255274,258035,143931,315212,54166,490419,398330,14761,6046,27792,3532,39958,22890,454412,58897,314882,75549,90584,96134,52615,404727,108582,41913,69194,444061,333020,120469,100834,111717,2011
6111,Ventura County, California,820547,406913,413634,206148,515997,98402,786004,625057,15498,5714,57846,1283,80606,34543,718127,102420,535659,91043,100908,176015,167693,638406,182141,82039,83632,734092,541361,237703,179121,124537,2011
8005,Arapahoe County, Colorado,580673,285120,295553,146592,375288,58793,555129,438074,58950,3982,28268,1399,24456,25544,487442,93231,383930,33637,81648,121478,147167,491736,88937,30971,52702,526086,389985,198670,118276,73039,2011
8031,Denver County, Colorado,607662,304687,302975,132933,412354,62375,586453,436275,58669,8095,22528,765,60121,21209,418783,188879,419081,57913,76855,102118,182195,507625,100037,32246,62677,544759,424252,210566,129334,84352,2011
8041,El Paso County, Colorado,617974,305194,312780,160782,394047,63145,588454,506539,36214,3437,16829,2722,22713,29520,520617,97357,398946,23452,89160,143165,143169,573989,43985,24249,70377,532431,411247,200976,115300,94971,2011
9001,Fairfield County, Connecticut,909336,444784,464552,223501,563406,122429,892222,679770,98850,1381,44519,206,67496,17114,768717,140619,617738,66743,142813,133276,274906,731033,178303,81630,81104,827760,589121,286804,172391,129926,2011
9003,Hartford County, Connecticut,869615,416483,453132,199813,543934,125868,846406,638098,112622,2005,39582,570,53529,23209,717742,151873,598907,71787,160368,157288,209464,736771,132844,70903,106795,762425,568063,281250,167429,119384,2011
9009,New Haven County, Connecticut,834385,401881,432504,186136,528759,119490,816324,626014,103749,1830,30032,357,54342,18061,691529,142856,577436,68732,173512,145762,189430,737074,97311,47574,96050,738070,552481,269094,158310,125077,2011
10003,New Castle County, Delaware,525497,252844,272653,122346,338147,65004,512351,352667,122896,912,23667,0,12209,13146,438113,87384,352168,36298,105600,91413,118857,471727,53770,23587,56323,469008,352948,179667,93096,80185,2011
11001,District of Columbia, District of Columbia,584583,276576,308007,104750,412138,67695,572106,228001,297909,1899,20294,0,24003,12477,372320,212263,421168,52424,73291,71529,223924,504434,80149,30665,66704,516891,422514,232773,95993,93748,2011
12009,Brevard County, Florida,536439,264081,272358,103248,322302,110889,520033,447178,52475,1642,9119,515,9104,16406,432520,103919,390733,41316,108747,136908,103762,490442,45997,32200,83908,451263,336459,147087,86705,102667,2011
12011,Broward County, Florida,1764798,856937,907861,386158,1127331,251309,1725530,1136270,475320,4965,60282,363,48330,39268,1442359,322439,1227336,146032,348523,361062,371719,1209525,555273,299041,198215,1565536,1172721,558166,333548,281007,2011
12031,Duval County, Florida,853564,412719,440845,200405,556939,96220,827351,527453,251427,2920,35259,464,9828,26213,694743,158821,572042,68295,169946,187619,146182,771701,81863,47733,99592,749355,577138,277945,141154,158039,2011
12057,Hillsborough County, Florida,1246439,609055,637384,291076,807215,148148,1209137,895944,210199,9095,41869,1816,50214,37302,1015680,230759,835661,112094,245464,246164,231939,1051869,194570,84021,156343,1085893,841943,404028,208242,229673,2011
12071,Lee County, Florida,622371,306388,315983,120215,350509,151647,612284,522010,48316,3975,9345,0,28638,10087,509346,113025,456356,56209,158587,127004,114556,530659,91712,37026,81674,540462,364346,152060,102157,110129,2011
12086,Miami-Dade County, Florida,2516968,1216776,1300192,540826,1617914,358228,2483631,1893378,475269,5959,38818,651,69556,33337,2163494,353474,1733975,378294,491391,416441,447849,1208040,1308928,664520,265238,2249203,1683396,800285,370473,512638,2011
12095,Orange County, Florida,1139047,559288,579759,269859,756672,112516,1111010,746800,231466,3638,59062,1588,68456,28037,915849,223198,739182,96415,192443,231250,219074,907134,231913,107198,111856,1026238,789377,379673,215405,194299,2011
12099,Palm Beach County, Florida,1315086,632054,683032,267085,762064,285937,1290100,1011999,221448,2755,31392,447,22059,24986,1048182,266904,945291,116344,255047,264674,309226,1027119,287967,134394,149181,1165528,794988,366880,216389,211719,2011
12103,Pinellas County, Florida,903351,434030,469321,159482,553442,190427,885415,751172,92167,1988,27804,873,11411,17936,682416,220935,678945,74010,206095,218322,180518,800826,102525,55962,132019,769560,572731,280003,137099,155629,2011
12105,Polk County, Florida,594748,286683,308065,139801,344866,110081,585449,472226,85017,1392,10763,236,15815,9299,509006,85742,404461,70873,148061,115624,69903,530312,64436,20239,87914,506583,361884,150819,95096,115969,2011
12127,Volusia County, Florida,484572,236600,247972,91054,289458,104060,475084,391233,48072,3206,8515,197,23861,9488,385866,98706,352795,46940,115135,120546,70174,448755,35817,15879,79319,405253,301637,121677,74318,105642,2011
13067,Cobb County, Georgia,686515,334462,352053,173640,452048,60827,672224,436531,174917,2297,30521,346,27612,14291,574012,112503,454669,43493,91303,126386,193487,582538,103977,42479,56291,629023,472255,243649,127481,101125,2011
13089,DeKalb County, Georgia,683582,326652,356930,165523,454097,63962,669155,240903,364039,2234,34586,1803,25590,14427,544397,139185,455537,53164,98717,120193,183463,568018,115564,44521,65548,617625,470805,223398,124839,122568,2011
13121,Fulton County, Georgia,921563,447565,473998,223169,613962,84432,907667,433549,406990,1939,51478,868,12843,13896,700416,221147,615066,60142,112654,143445,298825,809675,111888,46948,85495,835771,636479,308011,161849,166619,2011
13135,Gwinnett County, Georgia,819375,403325,416050,235618,525268,58489,794317,422561,197729,3768,86233,132,83894,25058,733210,86165,513310,72810,117355,147977,175168,621902,197473,85006,60225,759060,549350,261831,144076,143443,2011
15003,Honolulu County, Hawaii,933104,462768,470336,208310,585187,139607,726386,194821,21008,2079,411683,87451,9344,206718,804742,128362,639757,59097,173737,209426,197497,750693,182411,104957,94346,814334,606652,321500,145397,139755,2011
17031,Cook County, Illinois,5135272,2486475,2648797,1210780,3311696,612796,5027309,2911959,1245893,10212,320078,366,538801,107963,4180776,954496,3445567,535146,850252,874281,1185888,4042558,1092714,507917,535745,4598650,3454482,1595452,912006,947024,2011
17043,DuPage County, Illinois,910678,446574,464104,224147,580519,106012,890617,732999,42094,995,92340,133,22056,20061,793098,117580,613918,47474,121833,165805,278806,748953,161725,89153,70450,839826,610218,315190,176438,118590,2011
17089,Kane County, Illinois,514231,256345,257886,146553,317015,50663,502018,367387,25694,1614,18105,109,89109,12213,461382,52849,324068,54646,75807,89870,103745,413048,101183,36246,39597,474553,332398,167347,94356,70695,2011
17097,Lake County, Illinois,687497,339705,347792,188660,425529,73308,672038,549185,47813,732,45011,290,29007,15459,616911,70586,444263,50277,95443,110004,188539,559424,128073,59325,53516,632544,449874,219985,130475,99414,2011
17197,Will County, Illinois,674118,332630,341488,192802,417330,63986,655703,519723,70905,1567,30213,48,33247,18415,614460,59658,427063,41327,117074,124545,144117,591358,82760,44883,50772,622626,441495,214705,124993,101797,2011
18097,Marion County, Indiana,892705,430883,461822,223177,576059,93469,867329,574203,235039,1358,16228,126,40375,25376,700961,191744,582748,87624,177484,164412,153228,820963,71742,20887,117119,775002,599057,280108,171027,147922,2011
20173,Sedgwick County, Kansas,494059,243264,250795,133798,303189,57072,469516,388288,41707,4326,18782,143,16270,24543,408496,85563,314212,34902,83963,104156,91191,450611,43448,17376,58109,433123,317270,163126,87503,66641,2011
21111,Jefferson County, Kentucky,731284,352601,378683,167996,465281,98007,712304,536081,149161,1658,16564,88,8752,18980,588995,142289,500341,58215,142771,149775,149580,683395,47889,16602,107300,623523,483722,230562,133464,119696,2011
24005,Baltimore County, Maryland,788241,372008,416233,171597,502906,113738,772655,508142,210058,1697,41229,469,11060,15586,644201,144040,544322,55189,143600,151841,193692,700162,88079,42776,95674,691986,523481,275273,136283,111925,2011
24031,Montgomery County, Maryland,980286,471786,508500,231551,628109,120626,945728,564260,171557,2012,139425,141,68333,34558,831914,148372,674867,55942,92746,139942,386237,665301,314985,158041,74650,901960,656312,360048,181101,115163,2011
24033,Prince George's County, Maryland,848763,406007,442756,200576,564441,83746,830760,178496,553405,2802,33993,43,62021,18003,709517,139246,561493,83375,147704,161257,169157,667877,180886,65612,65604,780767,587949,327713,144208,116028,2011
24510,Baltimore city, Maryland,596532,278873,317659,130047,396614,69871,582463,176584,379923,1444,13347,733,10432,14069,442271,154261,403324,76956,117444,96496,112428,552463,44069,16945,95114,501161,410460,180694,98615,131151,2011
25005,Bristol County, Massachusetts,532894,258574,274320,118653,339333,74908,520720,473635,18741,548,11297,99,16400,12174,441545,91349,369400,65034,110541,96251,97574,465723,67171,42163,75387,457120,355489,166269,109326,79894,2011
25009,Essex County, Massachusetts,733892,352280,381612,168895,460979,104018,718243,591474,24046,1513,24421,28,76761,15649,616391,117501,505061,54555,133662,130287,186557,623075,110817,60005,84155,649398,480432,242528,138434,99470,2011
25017,Middlesex County, Massachusetts,1464603,715536,749067,316631,954396,193576,1423687,1182763,66763,1821,140288,367,31685,40916,1179260,285343,1039088,80895,228695,203924,525574,1170515,294088,139979,132505,1330652,993549,526414,287436,179699,2011
25025,Suffolk County, Massachusetts,691583,334524,357059,127871,489786,73926,655492,382305,163649,1564,56164,110,51700,36091,469236,222347,472009,79217,112060,92543,188189,497815,193768,87844,82178,609291,504039,232333,153906,117800,2011
25027,Worcester County, Massachusetts,777198,381393,395805,182367,496040,98791,760759,664575,30715,2394,32555,106,30414,16439,648140,129058,529327,56609,148127,145729,178862,690184,87014,45954,90236,686394,519992,250481,156521,112990,2011
26081,Kent County, Michigan,598476,293176,305300,154661,377916,65899,578531,491742,57511,2127,13576,224,13351,19945,499333,99143,384398,37534,105687,119137,122040,552576,45900,19393,62901,535468,394664,184045,124809,85810,2011
26099,Macomb County, Michigan,834200,404575,429625,188599,525515,120086,818864,705321,74944,3053,27699,57,7790,15336,706670,127530,575778,66481,183813,197075,128409,746131,88069,47974,115644,717955,548788,241719,165317,141752,2011
26125,Oakland County, Michigan,1200400,582485,617915,275827,763181,161392,1168156,929125,162241,2768,67573,314,6135,32244,998619,201781,833674,60781,178913,235417,358563,1069543,130857,74509,133395,1066203,797749,376086,229553,192110,2011
26163,Wayne County, Michigan,1782960,856571,926389,442776,1114997,225187,1741743,948590,713691,5416,47210,141,26695,41217,1484393,298567,1164213,187605,355081,374074,247453,1643140,139820,78682,278944,1503866,1169873,422167,315277,432429,2011
27053,Hennepin County, Minnesota,1146619,563241,583378,260017,758061,128541,1107175,867788,134220,10143,70897,120,24007,39444,878222,268397,785732,59555,140789,222701,362687,999613,147006,63725,107499,1038554,785191,402134,246014,137043,2011
27123,Ramsey County, Minnesota,501686,243373,258313,118490,322670,60526,483048,351090,54260,3631,61323,138,12606,18638,389641,112045,331487,36469,73931,94419,126668,425026,76660,34264,53803,447883,335481,159071,107493,68917,2011
29095,Jackson County, Missouri,664120,321242,342878,160639,421523,81958,641491,445541,154452,2991,11334,1631,25542,22629,531501,132619,443860,56292,127102,137223,123243,623135,40985,14651,86271,577682,438231,208775,123926,105530,2011
